"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.985510700E2,-1.567057888E0,-6.896844656E0,3.736000088E0
5.985610720E2,-3.879499239E0,-7.680644619E0,4.143608322E0
5.985710740E2,-5.364420412E0,-8.296283337E0,3.690309945E0
5.985810770E2,-5.283762749E0,-8.433777105E0,3.363782712E0
5.985910790E2,-5.514164096E0,-8.281609164E0,2.848844157E0
5.986010810E2,-5.519649369E0,-7.700185429E0,6.276962614E-1
5.986110830E2,-5.235271205E0,-6.497235414E0,-1.856843118E0
5.986210850E2,-5.244599853E0,-4.906491040E0,-2.674228756E0
5.986310870E2,-5.334381511E0,-3.442602594E0,-1.054794142E0
5.986410890E2,-3.943791129E0,-2.002230481E0,1.767086750E0
5.986510910E2,-2.776052462E0,-7.112985814E-1,4.566507025E0
5.986610930E2,-1.697772101E0,3.179160386E-1,6.296215741E0
5.986710960E2,-1.582983803E-1,1.607093773E0,6.873459887E0
5.986810980E2,1.504101209E0,2.569119793E0,6.812841218E0
5.986911000E2,3.360452723E0,2.629827340E0,6.177931246E0
5.987011020E2,3.043502644E0,2.459714295E0,4.362017030E0
5.987111040E2,2.242965319E0,2.510851119E0,4.158594736E0
5.987211060E2,1.443610302E0,2.872435918E0,4.590894592E0
5.987311080E2,7.625967159E-1,3.381079946E0,5.271552009E0
5.987411100E2,1.683677973E0,3.813752269E0,7.533349748E0
5.987511120E2,2.574391642E0,4.139423470E0,9.739165660E0
5.987611150E2,2.379348116E0,4.575457942E0,1.069297634E1
5.987711170E2,1.795440776E0,5.487256964E0,1.051589926E1
5.987811190E2,9.779919876E-1,6.405869746E0,9.647171416E0
5.987911210E2,7.312864110E-2,7.034440750E0,8.615707372E0
5.988011230E2,-6.112017046E-1,7.526564054E0,8.101450603E0
5.988111250E2,-7.131203545E-1,7.911799087E0,8.409281949E0
5.988211270E2,-5.296082687E-1,8.222086263E0,8.534462650E0
5.988311290E2,-4.861338548E-1,8.631206002E0,7.777538245E0
5.988411320E2,-6.599937956E-1,8.847664078E0,6.660914767E0
5.988511340E2,-1.093458855E0,9.062205437E0,5.353135870E0
5.988611360E2,-1.355110939E0,9.015550504E0,3.656913573E0
5.988711380E2,-1.426313068E0,7.959436353E0,1.198079869E0
5.988811400E2,-1.802087891E0,5.503246760E0,-3.221412951E0
5.988911420E2,-2.188087739E0,2.155811693E0,-8.067290584E0
5.989011440E2,-2.272504576E0,-2.339777377E0,-1.763481883E1
5.989111464E2,-4.115778499E0,-1.185838957E1,-3.008962206E1
5.989211484E2,-5.313126882E0,-2.916989480E1,-1.678217784E1
5.989311514E2,-2.807466044E-1,-3.583460499E1,-4.788314719E0
5.989411534E2,5.347892087E0,-2.503814229E1,-4.075723903E0
5.989511554E2,6.251645924E0,-1.036542935E1,-2.584837693E0
5.989611574E2,3.472039232E0,-3.657649738E-1,-2.108907083E0
5.989711594E2,1.851280516E0,6.654685729E0,-3.796266755E0
5.989811614E2,-1.143605746E-2,1.442202175E1,-3.812316778E0
5.989911634E2,-2.113755741E0,1.762622225E1,-2.199081089E0
5.990011654E2,-3.001964609E0,1.423888813E1,3.089859370E0
5.990111674E2,-1.577269758E0,7.454923968E0,7.988718039E0
5.990211704E2,-2.757167710E0,2.049490601E0,1.211950517E1
5.990311724E2,-5.543170379E0,-2.173015371E0,1.545312210E1
5.990411744E2,-6.919980919E0,-5.361070542E0,1.335136616E1
5.990511764E2,-9.925484848E0,-1.056743428E1,2.727881053E0
5.990611784E2,-1.490625541E1,-2.061074286E1,-1.548701256E1
5.990711804E2,-9.720354583E0,-2.642625491E1,-1.348198828E1
5.990811824E2,1.327385342E0,-1.469617197E1,6.893683652E0
5.990911844E2,4.628704442E0,-2.003937868E0,8.847603852E0
5.991011874E2,6.028714396E0,4.386873543E0,7.343746179E0
5.991111894E2,7.305579064E0,7.293653083E0,8.149998865E0
5.991211914E2,6.009724978E0,7.290952254E0,7.967053521E0
5.991311934E2,2.864464994E0,5.971160252E0,6.582528164E0
5.991411954E2,5.790343440E-1,4.787976750E0,5.838693336E0
5.991511974E2,-1.383852123E-1,3.171523923E0,5.250976827E0
5.991611994E2,-7.101104271E-1,1.266336756E0,4.927860274E0
5.991712014E2,-1.218203647E0,4.335365421E-1,4.650159631E0
5.991812034E2,-1.172794316E0,4.096120745E-1,3.776459897E0
5.991912064E2,-5.898579787E-1,7.100928855E-1,2.939138616E0
5.992012084E2,-1.631570328E-1,1.016501019E0,1.940825069E0
5.992112104E2,6.767950206E-2,9.215855062E-1,7.817703938E-1
5.992212124E2,1.121059431E-1,5.854074436E-1,5.221088491E-2
5.992312144E2,1.821578707E-1,5.349103045E-1,1.530028494E-1
5.992412164E2,4.035308240E-1,5.360581130E-1,1.198917775E0
5.992512184E2,7.517197254E-1,7.728504664E-1,1.253632511E0
5.992612204E2,3.453935668E-1,9.540931016E-1,8.315606046E-1
5.992712234E2,2.861037137E-1,6.373447520E-1,1.112493589E0
5.992812254E2,7.091765537E-1,7.209055567E-1,1.003802621E0
5.992912274E2,7.298593249E-1,1.530122196E0,2.088847443E-1
5.993012294E2,-4.061285501E-2,1.973935804E0,-4.684146352E-1
5.993112314E2,-1.884679483E-1,2.774102708E0,-1.081758285E0
5.993212334E2,5.722513272E-2,3.332317091E0,-2.027833099E0
5.993312354E2,6.204685638E-2,3.464327340E0,-2.508032176E0
5.993412374E2,-3.213455037E-1,3.182328992E0,-2.392673628E0
5.993512404E2,-4.682565412E-1,2.410476646E0,-2.527717997E0
5.993612424E2,-8.091186254E-1,2.012171917E0,-2.691849341E0
5.993712444E2,-7.770848738E-1,1.721889235E0,-1.844148228E0
5.993812464E2,-1.801736180E-1,1.417796599E0,-8.808158682E-1
5.993912484E2,5.247219698E-1,1.040525474E0,-1.120591106E-1
5.994012504E2,1.172422360E0,2.759757149E-1,1.918003678E-1
5.994112524E2,2.044396507E0,-6.900299191E-1,-1.488891140E-2
5.994212544E2,3.154636579E0,-1.241304826E0,-4.982013385E-1
5.994312574E2,4.466798549E0,-1.219070789E0,-2.505225513E0
5.994412594E2,4.583676789E0,-8.847866392E-1,-5.110792755E0
5.994512614E2,4.276703230E0,-1.539887046E0,-6.359065708E0
5.994612634E2,3.887591785E0,-2.619683005E0,-5.623306469E0
5.994712654E2,4.766153771E0,-3.463086560E0,-3.700764182E0
5.994812674E2,4.909718703E0,-3.516376914E0,-1.655896389E0
5.994912694E2,4.878761789E0,-2.930698160E0,1.297801208E-1
5.995012714E2,4.805140959E0,-2.934467275E0,-6.923904401E-1
5.995112744E2,4.416096758E0,-3.435290067E0,-3.308464544E0
5.995212764E2,4.356809499E0,-4.199928703E0,-5.831978978E0
5.995312784E2,5.948903410E0,-4.205961860E0,-6.007742772E0
5.995412804E2,7.921438807E0,-4.067552419E0,-4.648749282E0
5.995512824E2,8.705666785E0,-4.120733430E0,-3.547173615E0
5.995612844E2,8.162065179E0,-4.658577867E0,-2.848091036E0
5.995712864E2,7.191214542E0,-4.762163631E0,-2.083944735E0
5.995812884E2,5.378146166E0,-4.120431129E0,-2.185457807E0
5.995912914E2,3.560936498E0,-2.929294243E0,-1.627815282E0
5.996012934E2,1.924678129E0,-2.249945433E0,-3.353132594E-1
5.996112954E2,1.420015964E-1,-3.122867487E0,1.318709828E0
5.996212974E2,-7.075831874E-1,-4.751575493E0,2.838383489E0
5.996312994E2,-6.925033645E-1,-5.581066768E0,3.947913124E0
5.996413014E2,-1.415567348E0,-5.717667081E0,4.551971431E0
5.996513034E2,-3.198868719E0,-6.182292684E0,3.865153388E0
5.996613054E2,-4.552211167E0,-7.084658393E0,2.750885754E0
5.996713074E2,-5.024876107E0,-8.367690704E0,2.727936602E0
5.996813104E2,-5.585511822E0,-8.945975069E0,1.904772599E0
5.996913124E2,-6.222360145E0,-8.748397653E0,2.128376265E-1
5.997013144E2,-6.168248842E0,-7.829095484E0,-1.043651834E0
5.997113164E2,-5.546989780E0,-6.094904292E0,-6.101951064E-1
5.997213184E2,-4.569826197E0,-4.209985330E0,7.149016356E-1
5.997313204E2,-3.612068937E0,-2.446144661E0,2.600106235E0
5.997413224E2,-2.359782602E0,-1.179791533E0,4.648171285E0
5.997513254E2,-1.074812085E0,-1.299157763E-1,6.016845717E0
5.997613274E2,5.199757118E-1,1.029545572E0,7.325499358E0
5.997713294E2,2.625853572E0,1.469880672E0,7.713345757E0
5.997813314E2,4.179561974E0,1.836114593E0,5.592374114E0
5.997913334E2,3.845022594E0,1.889566330E0,3.105327594E0
5.998013354E2,2.527634382E0,2.018624904E0,3.327101959E0
5.998113374E2,1.574345127E0,2.651317611E0,4.140204073E0
5.998213394E2,1.539182603E0,3.244038168E0,5.601140260E0
5.998313414E2,1.715870403E0,4.094160758E0,7.580747863E0
5.998413444E2,1.572842100E0,4.961802192E0,9.443643288E0
5.998513464E2,1.375075672E0,5.959274617E0,1.037739276E1
5.998613484E2,4.590575919E-1,7.313647052E0,1.034037988E1
5.998713504E2,-1.980704468E-1,8.442395316E0,9.144285727E0
5.998813524E2,-5.195082269E-1,8.890042359E0,8.438813896E0
5.998913544E2,-1.010793990E0,8.892508129E0,8.314300362E0
5.999013564E2,-1.390848536E0,8.675606834E0,8.306628231E0
5.999113599E2,-1.599601444E0,8.579255830E0,7.777561634E0
5.999213619E2,-1.637523268E0,8.693906280E0,7.124454542E0
5.999313639E2,-1.778726071E0,8.735894551E0,6.192115422E0
5.999413659E2,-2.085177767E0,8.567253835E0,4.881645051E0
5.999513679E2,-1.956330277E0,8.076505212E0,3.270745910E0
5.999613699E2,-2.025250092E0,6.646292635E0,6.301614475E-1
5.999713719E2,-2.617675948E0,3.491435031E0,-4.182789345E0
5.999813739E2,-2.143129667E0,-1.016826124E0,-1.364949230E1
5.999913759E2,-2.993979651E0,-9.773890520E0,-3.278016221E1
6.000013789E2,-8.856951211E0,-2.795115028E1,-2.314706387E1
6.000113809E2,-5.190220748E0,-3.602915823E1,-5.728416603E0
6.000213829E2,3.039713064E0,-2.525190246E1,-2.708891051E0
6.000313849E2,4.874586877E0,-1.134816387E1,-1.584129419E0
6.000413869E2,2.953861028E0,-1.468525288E0,-1.285264486E0
6.000513889E2,1.692664851E0,4.971950034E0,-2.128949584E0
6.000613909E2,-3.017128924E-1,1.176067792E1,-2.443387114E0
6.000713929E2,-2.647779461E0,1.703900393E1,-1.730946572E0
6.000813959E2,-2.711259758E0,1.707374341E1,-1.419790499E0
6.000913979E2,-1.140503360E0,1.106726597E1,2.282186396E0
6.001013999E2,9.591861726E-1,4.747104127E0,6.343201627E0
6.001114019E2,-3.588934721E-1,-3.750363189E-1,1.062427390E1
6.001214039E2,-2.547603208E0,-4.635300686E0,1.397732229E1
6.001314059E2,-5.113207070E0,-8.229472466E0,1.074489494E1
6.001414079E2,-8.109366564E0,-1.426706820E1,3.408198747E-1
6.001514109E2,-1.285560530E1,-2.305271320E1,-1.466002214E1
6.001614129E2,-8.336257827E0,-2.164665898E1,-6.273690512E0
6.001714149E2,-1.022293709E0,-8.668186718E0,7.328383205E0
6.001814169E2,9.171979018E-1,4.830571961E-1,6.011495515E0
6.001914189E2,1.738388469E0,4.979505222E0,5.818108798E0
6.002014209E2,2.566416917E0,7.287905855E0,6.114591283E0
6.002114229E2,3.961878614E0,8.025958956E0,7.769456223E0
6.002214249E2,3.820718350E0,7.068353432E0,7.791623018E0
6.002314279E2,1.855314218E0,5.410356138E0,6.065037299E0
6.002414299E2,7.345292768E-1,3.521330091E0,5.622053411E0
6.002514319E2,5.283636888E-1,1.432293016E0,5.359566053E0
6.002614339E2,4.071942508E-1,-2.581615877E-1,4.955778390E0
6.002714359E2,-1.629173152E-2,-1.141816206E0,4.099568263E0
6.002814379E2,1.241718370E-1,-1.195112407E0,3.144229997E0
6.002914399E2,4.638462422E-1,-1.172915792E0,2.595401273E0
6.003014419E2,1.076250719E0,-1.360150069E0,1.507754696E0
6.003114449E2,1.599727744E0,-1.285491650E0,5.544951148E-1
6.003214469E2,1.665262021E0,-1.111843379E0,7.479582846E-1
6.003314489E2,1.582082601E0,-1.276005712E0,1.396897480E0
6.003414509E2,1.971957837E0,-1.131715141E0,7.417836249E-1
6.003514529E2,1.457900604E0,-5.679119897E-1,-1.143493918E-1
6.003614549E2,9.284028480E-1,3.457271504E-1,-5.401763070E-1
6.003714569E2,7.375504600E-1,1.502040358E0,-4.906691015E-1
6.003814589E2,-3.684351048E-1,2.145362134E0,-4.638035210E-1
6.003914619E2,-6.952023661E-1,3.077884272E0,-4.234506798E-1
6.004014639E2,-5.528116284E-1,3.868952324E0,4.087215436E-1
6.004114659E2,-4.122337467E-1,4.494229592E0,4.315993595E-1
6.004214679E2,-2.085036154E-1,4.832868748E0,-3.607615113E-1
6.004314699E2,-9.730927153E-2,4.713842241E0,-1.272598540E0
6.004414719E2,-2.807252803E-1,4.093742682E0,-1.698422604E0
6.004514739E2,-5.477079593E-1,3.095049359E0,-1.757969479E0
6.004614759E2,-7.292601315E-1,2.087003998E0,-1.655123972E0
6.004714789E2,-6.050513839E-1,1.281488062E0,-1.527041006E0
6.004814809E2,-1.809199969E-1,7.657022452E-1,-1.622595912E0
6.004914829E2,5.176671579E-1,4.744448322E-1,-2.129619237E0
6.005014849E2,1.169372672E0,-9.329466462E-2,-2.562262763E0
6.005114869E2,2.510272537E0,-6.506179315E-1,-2.847841360E0
6.005214889E2,4.048290521E0,-1.795668817E0,-3.857988210E0
6.005314909E2,4.312107536E0,-2.751754650E0,-4.357468480E0
6.005414939E2,4.031161980E0,-2.540039835E0,-4.092432029E0
6.005514959E2,3.515230860E0,-2.238388411E0,-3.374649763E0
6.005614979E2,3.117153588E0,-2.738421244E0,-2.560364757E0
6.005714999E2,3.102659510E0,-3.087972474E0,-1.475271805E0
6.005815019E2,3.396518641E0,-3.108316106E0,-6.815622738E-1
6.005915039E2,3.316547735E0,-3.670219497E0,-1.517999164E0
6.006015059E2,3.359519215E0,-4.200649665E0,-3.803872814E0
6.006115079E2,4.084513730E0,-4.306159163E0,-5.434366559E0
6.006215109E2,5.987863408E0,-3.958775496E0,-5.288669148E0
6.006315129E2,7.744310857E0,-3.850047691E0,-4.078199029E0
6.006415149E2,8.079718841E0,-4.328914772E0,-3.987449657E0
6.006515169E2,7.398365021E0,-5.657515604E0,-4.348508207E0
6.006615189E2,6.892242898E0,-6.111662997E0,-3.833437798E0
6.006715209E2,5.352038348E0,-5.047397243E0,-2.975813522E0
6.006815229E2,3.765813872E0,-3.490118823E0,-1.920472373E0
6.006915259E2,2.834332830E0,-2.939334497E0,-7.107851958E-1
6.007015279E2,1.891243604E0,-3.713960763E0,4.831706321E-1
6.007115299E2,1.621986632E0,-4.760201306E0,1.754074649E0
6.007215319E2,2.683117145E-1,-5.612525958E0,3.287856032E0
6.007315339E2,-9.974254281E-1,-5.304947796E0,4.379175099E0
6.007415359E2,-3.234706596E0,-5.035958335E0,4.385681881E0
6.007515379E2,-4.881557051E0,-5.278538847E0,3.421003565E0
6.007615399E2,-5.201384252E0,-6.296282984E0,2.549897071E0
6.007715429E2,-5.421322006E0,-7.701789905E0,2.354655032E0
6.007815449E2,-5.853425395E0,-8.077424394E0,1.241922877E0
6.007915469E2,-5.989866664E0,-7.447995602E0,-2.371515186E-1
6.008015489E2,-6.222705131E0,-5.785338078E0,-6.435537641E-1
6.008115509E2,-6.077050989E0,-3.996533892E0,2.111667846E-1
6.008215529E2,-5.121029475E0,-2.348924761E0,1.493432672E0
6.008315549E2,-3.817723113E0,-1.052737969E0,3.315604286E0
6.008415579E2,-2.302264857E0,5.177183211E-2,5.369813299E0
6.008515599E2,4.575000398E-2,7.659571838E-1,7.874197982E0
6.008615619E2,2.359698548E0,1.969298378E0,9.063522815E0
6.008715639E2,3.652812921E0,2.786669544E0,7.502259518E0
6.008815659E2,3.409957297E0,3.086376184E0,4.132686600E0
6.008915679E2,3.074579134E0,2.998773783E0,3.053002616E0
6.009015699E2,2.842640262E0,2.965321863E0,3.994749906E0
6.009115719E2,2.695180500E0,3.150675091E0,5.311540532E0
6.009215749E2,2.704278182E0,3.236294700E0,6.959899276E0
6.009315769E2,2.203519272E0,3.670307790E0,8.486815444E0
6.009415789E2,1.251093650E0,4.754321346E0,9.469419569E0
6.009515809E2,9.888483667E-1,5.965792508E0,9.912219855E0
6.009615829E2,6.201602237E-1,7.036403076E0,9.599417206E0
6.009715849E2,3.083898280E-2,7.953330106E0,8.941969727E0
6.009815869E2,-8.546366411E-1,8.420023869E0,8.295722589E0
6.009915889E2,-1.218549802E0,8.585543926E0,7.847837564E0
6.010015919E2,-1.039828705E0,8.610372373E0,7.318492055E0
6.010115939E2,-9.267193615E-1,8.604402366E0,6.449876475E0
6.010215959E2,-1.076085535E0,8.562353284E0,5.127695886E0
6.010315979E2,-1.440293322E0,8.057777749E0,3.784171790E0
6.010415999E2,-1.336461829E0,7.044298571E0,1.780278361E0
6.010516019E2,-1.135655580E0,5.100626786E0,-1.314366955E0
6.010616039E2,-5.817130266E-1,2.007687103E0,-3.666933947E0
6.010716069E2,6.435773722E-1,-1.739905676E0,-8.092558157E0
6.010816089E2,3.338739965E0,-8.266933238E0,-1.721869120E1
6.010916109E2,-1.306677867E0,-2.286192557E1,-2.583616327E1
6.011016129E2,-5.490521464E0,-3.625289141E1,-2.161511208E1
6.011116149E2,-1.318250749E-1,-2.918103257E1,-7.833545800E0
6.011216169E2,-7.114616456E-1,-1.029125976E1,-3.710930444E0
6.011316189E2,-1.477781576E0,2.319975781E0,-3.307972208E0
6.011416209E2,-1.897319153E0,9.117670371E0,-2.333588684E0
6.011516239E2,-2.156511605E0,1.290257131E1,-2.976145059E-1
6.011616259E2,-3.231749074E0,1.446329608E1,1.875277489E0
6.011716279E2,-5.647059613E0,1.268908713E1,4.098809879E0
6.011816299E2,-4.841782828E0,7.615222462E0,5.618065610E0
6.011916319E2,-3.860162789E0,2.176864593E0,8.994505790E0
6.012016339E2,-3.848766274E0,-1.905982388E0,1.443753792E1
6.012116359E2,-2.710304323E0,-4.168767137E0,1.601178379E1
6.012216389E2,-5.744060243E0,-6.795503054E0,6.788488149E0
6.012316409E2,-1.194851388E1,-1.318496610E1,-1.027600204E1
6.012416429E2,-9.539136506E0,-2.238791051E1,-2.094806172E1
6.012516449E2,-9.270925601E-1,-2.211943209E1,-5.853575084E0
6.012616469E2,3.782495978E0,-1.043046676E1,1.039749782E1
6.012716489E2,6.210600809E0,-4.599560165E-1,9.523494034E0
6.012816509E2,6.365298840E0,4.648636431E0,8.940804961E0
6.012916539E2,6.609181527E0,6.826543583E0,9.150163348E0
6.013016559E2,4.652914254E0,6.841796629E0,6.875376604E0
6.013116579E2,2.539729055E0,6.289662766E0,5.709908996E0
6.013216599E2,4.593815276E-1,4.981157645E0,5.190528896E0
6.013316619E2,-8.455904138E-1,3.095424750E0,4.590731162E0
6.013416639E2,-6.919355998E-1,1.768079900E0,4.331564730E0
6.013516659E2,-7.752592999E-1,7.847805405E-1,4.639265683E0
6.013616689E2,-8.982345043E-1,5.180603832E-1,3.987771547E0
6.013716709E2,-7.293759064E-1,4.757575321E-1,2.666582937E0
6.013816729E2,-2.595706388E-1,4.395071340E-1,1.092741548E0
6.013916749E2,3.328083487E-2,1.211309195E-1,-6.068708181E-1
6.014016769E2,1.940998950E-1,2.853546488E-1,-9.807381324E-1
6.014116789E2,9.212597067E-2,4.661435401E-1,1.470622245E-1
6.014216809E2,3.103691470E-1,3.517614770E-1,8.347660482E-1
6.014316829E2,3.126627539E-1,4.244295037E-1,6.618942869E-1
6.014416859E2,5.683594479E-1,6.245943135E-1,3.161776980E-1
6.014516879E2,6.771045759E-1,8.295614415E-1,4.282418883E-1
6.014616899E2,-5.827839076E-1,5.728698438E-1,8.797089171E-1
6.014716919E2,-9.329280813E-1,1.226129547E0,1.017617837E0
6.014816939E2,-5.517505780E-1,2.467636687E0,6.408659452E-1
6.014916959E2,-1.163756348E-1,3.719820843E0,2.236647330E-1
6.015016979E2,1.554302479E-1,4.610680400E0,-6.214607906E-1
6.015117009E2,2.123927996E-3,4.689622489E0,-1.785947821E0
6.015217029E2,-7.510069498E-1,3.734298549E0,-2.748221177E0
6.015317049E2,-1.421703562E0,2.682911287E0,-2.677110264E0
6.015417069E2,-1.181903401E0,2.022379986E0,-2.127590691E0
6.015517089E2,-4.805853588E-1,1.389162199E0,-1.678213019E0
6.015617109E2,6.597896547E-1,5.505527759E-1,-1.288863301E0
6.015717129E2,1.639155373E0,-4.287476724E-1,-1.373897604E0
6.015817159E2,2.562624413E0,-1.634583873E0,-1.360051836E0
6.015917179E2,3.934215144E0,-2.045050226E0,-1.162335255E0
6.016017199E2,5.003229130E0,-1.773010857E0,-2.864041071E0
6.016117219E2,5.088400843E0,-1.544826774E0,-5.204286810E0
6.016217239E2,4.046849767E0,-1.413722844E0,-5.243708737E0
6.016317259E2,2.984706552E0,-1.503593379E0,-3.730755721E0
6.016417279E2,2.294689351E0,-2.302080377E0,-1.942145808E0
6.016517299E2,2.208304487E0,-2.697766723E0,-2.504578811E-1
6.016617329E2,2.894642182E0,-2.682880297E0,5.925736450E-1
6.016717349E2,3.512260475E0,-2.836142251E0,-4.627091780E-2
6.016817369E2,3.297802731E0,-3.493773333E0,-2.880430232E0
6.016917389E2,3.308582365E0,-4.022560433E0,-5.648179940E0
6.017017409E2,4.254332660E0,-3.750509954E0,-6.216638060E0
6.017117429E2,5.690543602E0,-3.650762302E0,-5.333892683E0
6.017217449E2,7.587524786E0,-3.801014110E0,-4.143017753E0
6.017317479E2,7.470393947E0,-5.051258744E0,-4.137677784E0
6.017417499E2,6.495923299E0,-6.136985534E0,-4.649785994E0
6.017517519E2,5.989525187E0,-5.761628203E0,-3.582648087E0
6.017617539E2,4.545648252E0,-4.455084237E0,-2.292399289E0
6.017717559E2,3.272507384E0,-2.971975994E0,-9.218357670E-1
6.017817579E2,1.613441803E0,-2.388422703E0,6.349725366E-2
6.017917599E2,1.022415916E0,-3.549930577E0,8.559171083E-1
6.018017629E2,1.184545246E0,-4.761041551E0,2.493449805E0
6.018117649E2,9.267766643E-1,-5.349342197E0,4.117193525E0
6.018217669E2,-6.298090066E-1,-5.285384182E0,4.813216841E0
6.018317689E2,-2.323195843E0,-4.949886736E0,3.146489654E0
6.018417709E2,-3.256072322E0,-4.883961133E0,2.899189854E0
6.018517729E2,-4.022182118E0,-5.830848126E0,3.081752790E0
6.018617749E2,-4.556162131E0,-6.653017518E0,1.685672750E0
6.018717779E2,-5.546927215E0,-7.214140890E0,-2.299019945E-1
6.018817799E2,-5.671930745E0,-7.309966230E0,-1.853248104E0
6.018917819E2,-5.133995091E0,-6.351630973E0,-1.746503235E0
6.019017839E2,-4.650014035E0,-4.284551362E0,4.096939355E-2
6.019117861E2,-2.490377678E0,-2.061275665E0,2.899770190E0
6.019217881E2,-9.574013101E-1,-2.951744628E-1,5.101624905E0
6.019317901E2,1.591640240E-1,1.340674163E0,6.597347347E0
6.019417931E2,2.141516713E0,1.995155350E0,7.979343783E0
6.019517951E2,3.165090816E0,2.569733166E0,6.524327903E0
6.019617971E2,2.096339224E0,2.864252155E0,4.773754567E0
6.019717991E2,1.896731654E0,2.919251651E0,3.899575946E0
6.019818011E2,1.542766800E0,3.026845681E0,3.983590495E0
6.019918031E2,1.813820767E0,2.985002421E0,5.484514035E0
6.020018051E2,2.386110860E0,2.812161650E0,7.211363463E0
6.020118081E2,1.413401393E0,3.011770390E0,7.729919690E0
6.020218101E2,6.757729456E-1,3.682915556E0,8.625512568E0
6.020318121E2,2.920079032E-1,4.931059286E0,9.904914343E0
6.020418141E2,4.741507173E-3,6.493750473E0,1.008996469E1
6.020518161E2,-5.862769612E-1,7.763437099E0,9.297055930E0
6.020618181E2,-1.866271900E0,8.848290315E0,8.393911958E0
6.020718201E2,-2.761841097E0,9.159444634E0,7.656079881E0
6.020818221E2,-2.616378159E0,9.246036635E0,7.383204360E0
6.020918251E2,-2.244734979E0,9.259552474E0,7.005092406E0
6.021018271E2,-2.229898254E0,9.188654400E0,6.249902285E0
6.021118291E2,-2.408749378E0,9.049566096E0,5.042923538E0
6.021218311E2,-2.239683570E0,8.771371948E0,3.220099082E0
6.021318331E2,-2.226078122E0,7.987588357E0,8.768320870E-1
6.021418351E2,-2.532680822E0,5.775918798E0,-2.060830691E0
6.021518371E2,-1.833393152E0,2.528433112E0,-6.846702443E0
6.021618401E2,-1.801139034E-1,-1.748668313E0,-1.856260823E1
6.021718421E2,-2.255559491E0,-1.289355490E1,-3.010405299E1
6.021818441E2,-6.210251731E0,-3.311291556E1,-1.625051859E1
6.021918461E2,-1.665552774E0,-3.752341185E1,-4.361800975E0
6.022018481E2,5.037355819E0,-2.307980686E1,-4.484889250E0
6.022118501E2,5.703051381E0,-8.130314798E0,-3.446598289E0
6.022218531E2,3.381215601E0,6.180951333E-1,-3.321061200E0
6.022318551E2,2.073716201E0,6.442706620E0,-3.361659588E0
6.022418571E2,-1.527209698E0,1.185960696E1,-2.077794634E0
6.022518591E2,-3.862544945E0,1.401929360E1,-4.764843410E-1
6.022618611E2,-4.460919759E-1,1.029287009E1,1.833258812E0
6.022718631E2,1.824060996E0,4.474683520E0,6.054315845E0
6.022818651E2,5.034208556E-1,1.771238565E-1,1.108995551E1
6.022918681E2,-1.321219161E0,-2.698270753E0,1.636857388E1
6.023018701E2,-4.502517143E0,-5.936709627E0,1.373112060E1
6.023118721E2,-8.614831460E0,-1.045294346E1,3.987795812E0
6.023218741E2,-1.626853620E1,-1.795098480E1,-1.781876756E1
6.023318761E2,-1.202849092E1,-1.756487210E1,-8.824072902E0
6.023418781E2,-2.946544699E0,-6.609418339E0,9.260600880E0
6.023518801E2,1.022904597E0,9.521769691E-1,6.913511560E0
6.023618831E2,2.969313464E0,4.985713795E0,5.304893417E0
6.023718851E2,4.896571239E0,7.124445772E0,5.886663308E0
6.023818871E2,6.003360869E0,7.711837175E0,6.824546759E0
6.023918891E2,4.114652326E0,6.347516872E0,5.593825977E0
6.024018911E2,1.278437423E0,4.242084789E0,4.780604288E0
6.024118931E2,7.211287010E-1,2.209167536E0,5.001862636E0
6.024218951E2,1.070991368E-1,-3.869757485E-1,5.157923067E0
6.024318981E2,-4.806897316E-1,-1.941367398E0,5.057924570E0
6.024419001E2,-9.963918597E-2,-2.034562075E0,4.356028019E0
6.024519021E2,2.750967688E-1,-1.371722878E0,3.195203977E0
6.024619041E2,9.507063212E-1,-6.995304751E-1,1.422560764E0
6.024719061E2,1.065230691E0,-7.046520513E-1,1.738634491E-1
6.024819081E2,5.969153488E-1,-9.038625956E-1,-9.582643591E-2
6.024919101E2,5.563788684E-1,-1.737225312E-1,9.806166565E-1
6.025019131E2,7.427029534E-1,4.393393189E-1,1.724791793E0
6.025119151E2,5.773650371E-1,9.713622683E-1,1.543116463E0
6.025219171E2,5.649268399E-1,1.030583453E0,7.164336061E-1
6.025319191E2,6.378647887E-1,1.299052513E0,6.721731073E-1
6.025419211E2,7.445467266E-1,2.023878043E0,4.632380587E-1
6.025519231E2,-1.486208181E-1,2.538716025E0,-3.874780244E-1
6.025619261E2,-1.009664454E0,3.443445178E0,-3.813899034E-1
6.025719281E2,-9.970667745E-1,4.349810967E0,-4.751260694E-1
6.025819301E2,-7.151012450E-1,4.635855587E0,-7.486611199E-1
6.025919321E2,-7.834266177E-1,4.493713868E0,-1.214187194E0
6.026019341E2,-6.517109954E-1,3.578203619E0,-2.006224714E0
6.026119361E2,-5.721324734E-1,2.475595917E0,-2.522490587E0
6.026219381E2,-7.373049501E-1,1.529618166E0,-3.096094841E0
6.026319411E2,-6.212971417E-1,9.363117188E-1,-2.989935132E0
6.026419431E2,3.711860005E-2,5.068588722E-1,-2.248630833E0
